Season,Rule,Pokemon,併用率の高いポケモン,Rank_併用率の高いポケモン
10,Double,ペルシアン,ストライク,8
10,Double,ペルシアン,ニョロボン,9
10,Double,ペルシアン,ニョロトノ,10
10,Double,ペルシアン,テラキオン,1
10,Double,ペルシアン,アシレーヌ,2
10,Double,ペルシアン,ウインディ,3
10,Double,ペルシアン,モロバレル,4
10,Double,ペルシアン,ファイアロー,5
10,Double,ペルシアン,ジュラルドン,6
10,Double,ペルシアン,リザードン,7
10,Double,ペルシアン,サマヨール,8
10,Double,ペルシアン,ピッピ,9
10,Double,ペルシアン,ウォーグル,10
10,Double,コダック,ヤドン,1
10,Double,コダック,カビゴン,2
10,Double,コダック,マリルリ,3
10,Double,コダック,キングドラ,4
10,Double,コダック,ヌケニン,5
10,Double,コダック,ウオノラゴン,6
10,Double,コダック,ブルンゲル,7
10,Double,コダック,ブリムオン,8
10,Double,コダック,コイキング,9
10,Double,コダック,コオリッポ,10
10,Double,ゴルダック,セキタンザン,1
10,Double,ゴルダック,リザードン,2
10,Double,ゴルダック,キュウコン,3
10,Double,ゴルダック,ファイアロー,4
10,Double,ゴルダック,パッチラゴン,5
10,Double,ゴルダック,ウインディ,6
10,Double,ゴルダック,ナッシー,7
10,Double,ゴルダック,ウォーグル,8
10,Double,ゴルダック,ペリッパー,9
10,Double,ゴルダック,トリトドン,10
10,Double,ガーディ,プリン,1
10,Double,ガーディ,ラプラス,2
10,Double,ガーディ,バンバドロ,3
10,Double,ガーディ,ミロカロス,4
10,Double,ガーディ,キレイハナ,5
10,Double,ウインディ,モロバレル,1
10,Double,ウインディ,アシレーヌ,2
10,Double,ウインディ,ナットレイ,3
10,Double,ウインディ,ウーラオス,4
10,Double,ウインディ,オーロンゲ,5
10,Double,ウインディ,ウーラオス,6
10,Double,ウインディ,サマヨール,7
10,Double,ウインディ,ラプラス,8
10,Double,ウインディ,パッチラゴン,9
10,Double,ウインディ,ウォーグル,10
10,Double,ニョロゾ,カビゴン,1
10,Double,ニョロゾ,ジジーロン,2
10,Double,ニョロゾ,ラッキー,3
10,Double,ニョロゾ,ニンフィア,4
10,Double,ニョロゾ,ポリゴンＺ,5
10,Double,ニョロゾ,サーナイト,6
10,Double,ニョロゾ,アギルダー,7
10,Double,ニョロゾ,アシレーヌ,8
10,Double,ニョロゾ,コオリッポ,9
10,Double,ニョロゾ,ストリンダー,10
10,Double,ニョロボン,ニョロトノ,1
10,Double,ニョロボン,モロバレル,2
10,Double,ニョロボン,ガラガラ,3
10,Double,ニョロボン,アーマーガア,4
10,Double,ニョロボン,ゴチルゼル,5
10,Double,ニョロボン,ピッピ,6
10,Double,ニョロボン,ペリッパー,7
10,Double,ニョロボン,ライチュウ,8
10,Double,ニョロボン,キングドラ,9
10,Double,ニョロボン,ゲンガー,10
10,Double,ユンゲラー,フーディン,1
10,Double,ユンゲラー,ウルガモス,2
10,Double,ユンゲラー,ニャオニクス,3
10,Double,ユンゲラー,ブリムオン,4
10,Double,ユンゲラー,ドサイドン,5
10,Double,ユンゲラー,カビゴン,6
10,Double,ユンゲラー,ウーラオス,7
10,Double,ユンゲラー,オンバーン,8
10,Double,ユンゲラー,バルジーナ,9
10,Double,ユンゲラー,サーナイト,10
10,Double,フーディン,ニャオニクス,1
10,Double,フーディン,ブリムオン,2
10,Double,フーディン,ファイアロー,3
10,Double,フーディン,ウーラオス,4
10,Double,フーディン,モロバレル,5
10,Double,フーディン,ウインディ,6
10,Double,フーディン,カマスジョー,7
10,Double,フーディン,ウオノラゴン,8
10,Double,フーディン,リザードン,9
10,Double,フーディン,オーロンゲ,10
10,Double,ワンリキー,ピッピ,1
10,Double,ワンリキー,ホエルコ,2
10,Double,ワンリキー,ワシボン,3
10,Double,ワンリキー,ピカチュウ,4
10,Double,ワンリキー,ヒバニー,5
10,Double,ゴーリキー,ブリムオン,1
10,Double,ゴーリキー,ナットレイ,2
10,Double,ゴーリキー,ドサイドン,3
10,Double,ゴーリキー,ガラガラ,4
10,Double,ゴーリキー,トリトドン,5
10,Double,ゴーリキー,バタフリー,6
10,Double,ゴーリキー,マニューラ,7
10,Double,ゴーリキー,テラキオン,8
10,Double,ゴーリキー,モロバレル,9
10,Double,ゴーリキー,コバルオン,10
10,Double,カイリキー,モロバレル,1
10,Double,カイリキー,インテレオン,2
10,Double,カイリキー,ラプラス,3
10,Double,カイリキー,ファイアロー,4
10,Double,カイリキー,リザードン,5
10,Double,カイリキー,ウインディ,6
10,Double,カイリキー,ブリムオン,7
10,Double,カイリキー,オーロンゲ,8
10,Double,カイリキー,トリトドン,9
10,Double,カイリキー,サマヨール,10
10,Double,ドククラゲ,ウーラオス,1
10,Double,ドククラゲ,ファイアロー,2
10,Double,ドククラゲ,ピッピ,3
10,Double,ドククラゲ,ウインディ,4
10,Double,ドククラゲ,モロバレル,5
10,Double,ドククラゲ,ナットレイ,6
10,Double,ドククラゲ,エレザード,7
10,Double,ドククラゲ,オーロンゲ,8
10,Double,ドククラゲ,ジュラルドン,9
10,Double,ドククラゲ,サザンドラ,10
10,Double,ポニータ,チュリネ,1
10,Double,ポニータ,アシレーヌ,2
10,Double,ポニータ,フライゴン,3
10,Double,ポニータ,ブリムオン,4
10,Double,ポニータ,ランクルス,5
10,Double,ポニータ,ランクルス,1
10,Double,ポニータ,ミロカロス,2
10,Double,ポニータ,ブリムオン,3
10,Double,ポニータ,ギモー,4
10,Double,ポニータ,モスノウ,5
10,Double,ポニータ,ライボルト,6
10,Double,ポニータ,モロバレル,7
10,Double,ポニータ,ピッピ,8
10,Double,ポニータ,ラプラス,9
10,Double,ポニータ,キュウコン,10
10,Double,ギャロップ,キュウコン,1
10,Double,ギャロップ,ファイアロー,2
10,Double,ギャロップ,モロバレル,3
10,Double,ギャロップ,キュワワー,4
10,Double,ギャロップ,リーフィア,5
10,Double,ギャロップ,リザードン,6
10,Double,ギャロップ,オーロンゲ,7
10,Double,ギャロップ,ゲンガー,8
10,Double,ギャロップ,ブリムオン,9
10,Double,ギャロップ,マリルリ,10
10,Double,ギャロップ,ファイアロー,1
10,Double,ギャロップ,ウーラオス,2
10,Double,ギャロップ,インテレオン,3
10,Double,ギャロップ,ラプラス,4
10,Double,ギャロップ,ウインディ,5
10,Double,ギャロップ,ジュラルドン,6
10,Double,ギャロップ,ニャオニクス,7
10,Double,ギャロップ,オーロンゲ,8
10,Double,ギャロップ,ネギガナイト,9
10,Double,ギャロップ,エーフィ,10
10,Double,ヤドン,ギガイアス,1
10,Double,ヤドン,アシレーヌ,2
10,Double,ヤドン,ウーラオス,3
10,Double,ヤドン,ウルガモス,4
10,Double,ヤドン,クワガノン,5
10,Double,ヤドン,モロバレル,6
10,Double,ヤドン,ファイアロー,7
10,Double,ヤドン,ブリムオン,8
10,Double,ヤドン,ムーランド,9
10,Double,ヤドン,ウォーグル,10
10,Double,ヤドン,キュワワー,1
10,Double,ヤドン,ラプラス,2
10,Double,ヤドン,ナットレイ,3
10,Double,ヤドン,ヒヒダルマ,4
10,Double,ヤドン,シロデスナ,5
10,Double,ヤドン,ジュラルドン,6
10,Double,ヤドン,コダック,7
10,Double,ヤドン,トリトドン,8
10,Double,ヤドン,カビゴン,9
10,Double,ヤドン,マリルリ,10
10,Double,ヤドラン,モロバレル,1
10,Double,ヤドラン,ブリムオン,2
10,Double,ヤドラン,ガラガラ,3
10,Double,ヤドラン,リザードン,4
10,Double,ヤドラン,カビゴン,5
10,Double,ヤドラン,ファイアロー,6
10,Double,ヤドラン,ヌメルゴン,7
10,Double,ヤドラン,ピッピ,8
10,Double,ヤドラン,グソクムシャ,9
10,Double,ヤドラン,ニンフィア,10
10,Double,ヤドラン,モロバレル,1
10,Double,ヤドラン,ブリムオン,2
10,Double,ヤドラン,ウーラオス,3
10,Double,ヤドラン,オーロンゲ,4
10,Double,ヤドラン,アシレーヌ,5
10,Double,ヤドラン,サマヨール,6
10,Double,ヤドラン,ラプラス,7
10,Double,ヤドラン,ウーラオス,8
10,Double,ヤドラン,ガラガラ,9
10,Double,ヤドラン,キュワワー,10
10,Double,レアコイル,ファイアロー,1
10,Double,レアコイル,モロバレル,2
10,Double,レアコイル,ウーラオス,3
10,Double,レアコイル,ウーラオス,4
10,Double,レアコイル,アシレーヌ,5
10,Double,レアコイル,リザードン,6
10,Double,レアコイル,ニョロトノ,7
10,Double,レアコイル,ポリゴンＺ,8
10,Double,レアコイル,ウォーグル,9
10,Double,レアコイル,ウインディ,10
10,Double,カモネギ,ワルビアル,1
10,Double,カモネギ,ファイアロー,2
10,Double,カモネギ,シルヴァディ,3
10,Double,カモネギ,トリトドン,4
10,Double,カモネギ,モロバレル,5
10,Double,カモネギ,オンバーン,6
10,Double,カモネギ,ガラガラ,7
10,Double,カモネギ,ペリッパー,8
10,Double,カモネギ,オクタン,9
10,Double,カモネギ,ゴルダック,10
10,Double,カモネギ,リオル,1
10,Double,カモネギ,ピカチュウ,2
10,Double,カモネギ,オンバーン,3
10,Double,カモネギ,バリヤード,4
10,Double,カモネギ,ゲンガー,5
10,Double,シェルダー,ナットレイ,1
10,Double,シェルダー,カマスジョー,2
10,Double,シェルダー,ペリッパー,3
10,Double,シェルダー,ジュラルドン,4
10,Double,シェルダー,ウオノラゴン,5
10,Double,シェルダー,バリコオル,6
10,Double,シェルダー,チョロネコ,7
10,Double,シェルダー,ブリムオン,8
10,Double,シェルダー,バタフリー,9
10,Double,シェルダー,シャンデラ,10
10,Double,パルシェン,カビゴン,1
10,Double,パルシェン,ライチュウ,2
10,Double,パルシェン,オーロンゲ,3
10,Double,パルシェン,シャンデラ,4
10,Double,パルシェン,ピッピ,5
10,Double,パルシェン,マリルリ,6
10,Double,パルシェン,ラプラス,7
10,Double,パルシェン,ウインディ,8
10,Double,パルシェン,ルチャブル,9
10,Double,パルシェン,リザードン,10
10,Double,ゴース,ニャオニクス,1
10,Double,ゴース,ヌメルゴン,2
10,Double,ゴース,カビゴン,3
10,Double,ゴース,チェリム,4
10,Double,ゴース,バタフリー,5
10,Double,ゴース,カラナクシ,6
10,Double,ゴース,ナットレイ,7
10,Double,ゴース,カマスジョー,8
10,Double,ゴース,ウオノラゴン,9
10,Double,ゴース,ペリッパー,10
10,Double,ゴースト,サザンドラ,1
10,Double,ゴースト,ウーラオス,2
10,Double,ゴースト,ストリンダー,3
10,Double,ゴースト,エンニュート,4
10,Double,ゴースト,ゲンガー,5
10,Double,ゴースト,ウインディ,6
10,Double,ゴースト,ギルガルド,7
10,Double,ゴースト,ファイアロー,8
10,Double,ゴースト,オーロンゲ,9
10,Double,ゴースト,サンダース,10
10,Double,ゲンガー,ファイアロー,1
10,Double,ゲンガー,ウインディ,2
10,Double,ゲンガー,パッチラゴン,3
10,Double,ゲンガー,アシレーヌ,4
10,Double,ゲンガー,ウーラオス,5
10,Double,ゲンガー,モロバレル,6
10,Double,ゲンガー,ピッピ,7
10,Double,ゲンガー,ウーラオス,8
10,Double,ゲンガー,ニンフィア,9
10,Double,ゲンガー,トリトドン,10
10,Double,イワーク,キングラー,1
10,Double,イワーク,サワムラー,2
10,Double,イワーク,エーフィ,3
10,Double,イワーク,オトスパス,4
10,Double,イワーク,カイリキー,5
10,Double,イワーク,ハピナス,6
10,Double,イワーク,エビワラー,7
10,Double,イワーク,ブルンゲル,8
10,Double,イワーク,ピカチュウ,9
10,Double,イワーク,ピクシー,10
10,Double,クラブ,ガラガラ,1
10,Double,クラブ,ドラミドロ,2
10,Double,クラブ,ヤレユータン,3
10,Double,クラブ,モロバレル,4
10,Double,クラブ,ドサイドン,5
10,Double,クラブ,ダダリン,6
10,Double,クラブ,キュワワー,7
10,Double,キングラー,ピッピ,1
10,Double,キングラー,モロバレル,2
10,Double,キングラー,ファイアロー,3
10,Double,キングラー,ウーラオス,4
10,Double,キングラー,ウインディ,5
10,Double,キングラー,ジュラルドン,6
10,Double,キングラー,ライチュウ,7
10,Double,キングラー,エンニュート,8
10,Double,キングラー,ポリゴンＺ,9
10,Double,キングラー,カイリキー,10
10,Double,タマタマ,ナットレイ,1
10,Double,タマタマ,ペリッパー,2
10,Double,タマタマ,カマスジョー,3
10,Double,タマタマ,マタドガス,4
10,Double,タマタマ,ウオノラゴン,5
10,Double,ナッシー,リザードン,1
10,Double,ナッシー,キュウコン,2
10,Double,ナッシー,ヤミラミ,3
10,Double,ナッシー,トリトドン,4
10,Double,ナッシー,ピッピ,5
10,Double,ナッシー,ファイアロー,6
10,Double,ナッシー,ニャオニクス,7
10,Double,ナッシー,ウーラオス,8
10,Double,ナッシー,ウーラオス,9
10,Double,ナッシー,アシレーヌ,10
10,Double,ナッシー,ガラガラ,1
10,Double,ナッシー,ギガイアス,2
10,Double,ナッシー,サマヨール,3
10,Double,ナッシー,アシレーヌ,4
10,Double,ナッシー,マリルリ,5
10,Double,ナッシー,ピッピ,6
10,Double,ナッシー,エンニュート,7
10,Double,ナッシー,ピクシー,8
10,Double,ナッシー,モロバレル,9
10,Double,ナッシー,ロトム,10
10,Double,カラカラ,ゴチルゼル,1
10,Double,カラカラ,サニゴーン,2
10,Double,カラカラ,ゲンガー,3
10,Double,カラカラ,アシレーヌ,4
10,Double,カラカラ,ラプラス,5
10,Double,ガラガラ,ラプラス,1
10,Double,ガラガラ,モロバレル,2
10,Double,ガラガラ,ウインディ,3
10,Double,ガラガラ,リザードン,4
10,Double,ガラガラ,ヤミラミ,5
10,Double,ガラガラ,アシレーヌ,6
10,Double,ガラガラ,ウーラオス,7
10,Double,ガラガラ,ファイアロー,8
10,Double,ガラガラ,パッチラゴン,9
10,Double,ガラガラ,ヤドラン,10
10,Double,ガラガラ,モロバレル,1
10,Double,ガラガラ,サマヨール,2
10,Double,ガラガラ,ラプラス,3
10,Double,ガラガラ,アシレーヌ,4
10,Double,ガラガラ,ブリムオン,5
10,Double,ガラガラ,キュワワー,6
10,Double,ガラガラ,ウーラオス,7
10,Double,ガラガラ,ウーラオス,8
10,Double,ガラガラ,ファイアロー,9
10,Double,ガラガラ,ナットレイ,10
10,Double,サワムラー,アマージョ,1
10,Double,サワムラー,ウインディ,2
10,Double,サワムラー,オーロンゲ,3
10,Double,サワムラー,ジュラルドン,4
10,Double,サワムラー,ファイアロー,5
10,Double,サワムラー,ピクシー,6
10,Double,サワムラー,サンダース,7
10,Double,サワムラー,カビゴン,8
10,Double,サワムラー,キュワワー,9
10,Double,サワムラー,バタフリー,10
10,Double,エビワラー,オトスパス,1
10,Double,エビワラー,サンドパン,2
10,Double,エビワラー,ヘラクロス,3
10,Double,エビワラー,ウインディ,4
10,Double,エビワラー,カメックス,5
10,Double,エビワラー,ブルンゲル,6
10,Double,エビワラー,サワムラー,7
10,Double,エビワラー,ラプラス,8
10,Double,エビワラー,ロズレイド,9
10,Double,エビワラー,カイリキー,10
10,Double,ベロリンガ,サザンドラ,1
10,Double,ベロリンガ,ネイティオ,2
10,Double,ベロリンガ,ニンフィア,3
10,Double,ベロリンガ,ロトム,4
10,Double,ベロリンガ,ウインディ,5
10,Double,ベロリンガ,オンバーン,6
10,Double,ベロリンガ,ウーラオス,7
10,Double,ベロリンガ,キュウコン,8
10,Double,ベロリンガ,リザードン,9
10,Double,ベロリンガ,ダーテング,10
10,Double,ドガース,ヒヒダルマ,1
10,Double,ドガース,キュウコン,2
10,Double,ドガース,キュワワー,3
10,Double,ドガース,ヨワシ,4
10,Double,ドガース,サザンドラ,5
10,Double,ドガース,トゲデマル,6
10,Double,ドガース,ウォーグル,7
10,Double,ドガース,ジュラルドン,8
10,Double,ドガース,シャンデラ,9
10,Double,ドガース,ウーラオス,10
10,Double,マタドガス,ウインディ,1
10,Double,マタドガス,テラキオン,2
10,Double,マタドガス,アシレーヌ,3
10,Double,マタドガス,モロバレル,4
10,Double,マタドガス,ラプラス,5
10,Double,マタドガス,ファイアロー,6
10,Double,マタドガス,ウーラオス,7
10,Double,マタドガス,ウーラオス,8
10,Double,マタドガス,ナットレイ,9
10,Double,マタドガス,ジュラルドン,10
10,Double,マタドガス,ウインディ,1
10,Double,マタドガス,ナットレイ,2
10,Double,マタドガス,ウオノラゴン,3
10,Double,マタドガス,サンダース,4
10,Double,マタドガス,ニョロトノ,5
10,Double,マタドガス,ウーラオス,6
10,Double,マタドガス,モロバレル,7
10,Double,マタドガス,ウーラオス,8
10,Double,マタドガス,ファイアロー,9
10,Double,マタドガス,ラプラス,10
10,Double,サイホーン,ウーラオス,1
10,Double,サイホーン,ブリムオン,2
10,Double,サイホーン,ドラピオン,3
10,Double,サイホーン,ヤクデ,4
10,Double,サイホーン,ファイアロー,5
10,Double,サイホーン,エモンガ,6
10,Double,サイホーン,タマゲタケ,7
10,Double,サイホーン,チラチーノ,8
10,Double,サイホーン,ロトム,9
10,Double,サイホーン,ロコン,10
10,Double,サイドン,モロバレル,1
10,Double,サイドン,ファイアロー,2
10,Double,サイドン,アシレーヌ,3
10,Double,サイドン,コジョンド,4
10,Double,サイドン,レントラー,5
10,Double,サイドン,リザードン,6
10,Double,サイドン,ラプラス,7
10,Double,サイドン,インテレオン,8
10,Double,サイドン,ウォーグル,9
10,Double,サイドン,トリトドン,10
10,Double,ラッキー,ウインディ,1
10,Double,ラッキー,ツボツボ,2
10,Double,ラッキー,オーロンゲ,3
10,Double,ラッキー,ラプラス,4
10,Double,ラッキー,モロバレル,5
10,Double,ラッキー,アーマーガア,6
10,Double,ラッキー,リザードン,7
10,Double,ラッキー,アシレーヌ,8
10,Double,ラッキー,マタドガス,9
10,Double,ラッキー,ブリムオン,10
10,Double,モンジャラ,リザードン,1
10,Double,モンジャラ,ブリムオン,2
10,Double,モンジャラ,ヤミラミ,3
10,Double,モンジャラ,ツボツボ,4
10,Double,モンジャラ,ラッキー,5
10,Double,モンジャラ,ニャオニクス,6
10,Double,モンジャラ,トリトドン,7
10,Double,モンジャラ,ウォーグル,8
10,Double,モンジャラ,キュウコン,9
10,Double,モンジャラ,ジュラルドン,10
10,Double,ガルーラ,アシレーヌ,1
10,Double,ガルーラ,ファイアロー,2
10,Double,ガルーラ,ウーラオス,3
10,Double,ガルーラ,パッチラゴン,4
10,Double,ガルーラ,ウインディ,5
10,Double,ガルーラ,ウーラオス,6
10,Double,ガルーラ,ウルガモス,7
10,Double,ガルーラ,バタフリー,8
10,Double,ガルーラ,サマヨール,9
10,Double,ガルーラ,トリトドン,10
10,Double,タッツー,ランクルス,1
10,Double,タッツー,ブリムオン,2
10,Double,タッツー,グレイシア,3
10,Double,タッツー,ビークイン,4
10,Double,タッツー,コノハナ,5
10,Double,シードラ,ラプラス,1
10,Double,シードラ,サワムラー,2
10,Double,シードラ,フーディン,3
10,Double,シードラ,ウインディ,4
10,Double,シードラ,ストライク,5
10,Double,シードラ,ルンパッパ,6
10,Double,シードラ,ペリッパー,7
10,Double,シードラ,ウオノラゴン,8
10,Double,シードラ,ニンフィア,9
10,Double,シードラ,サンダース,10
10,Double,アズマオウ,ラプラス,1
10,Double,アズマオウ,ニョロトノ,2
10,Double,アズマオウ,ウオノラゴン,3
10,Double,アズマオウ,ウーラオス,4
10,Double,アズマオウ,ドククラゲ,5
10,Double,アズマオウ,マリルリ,6
10,Double,アズマオウ,キングドラ,7
10,Double,アズマオウ,ペリッパー,8
10,Double,アズマオウ,ウーラオス,9
10,Double,アズマオウ,ミロカロス,10
10,Double,ヒトデマン,アズマオウ,1
10,Double,ヒトデマン,シンボラー,2
10,Double,ヒトデマン,アイアント,3
10,Double,ヒトデマン,マリルリ,4
10,Double,ヒトデマン,クリムガン,5
10,Double,スターミー,リザードン,1
10,Double,スターミー,キュウコン,2
10,Double,スターミー,ファイアロー,3
10,Double,スターミー,ニャオニクス,4
10,Double,スターミー,ウインディ,5
10,Double,スターミー,ピクシー,6
10,Double,スターミー,ピッピ,7
10,Double,スターミー,ハッサム,8
10,Double,スターミー,セキタンザン,9
10,Double,スターミー,トリトドン,10
10,Double,バリヤード,ウインディ,1
10,Double,バリヤード,ファイアロー,2
10,Double,バリヤード,ドサイドン,3
10,Double,バリヤード,モロバレル,4
10,Double,バリヤード,オーロンゲ,5
10,Double,バリヤード,カビゴン,6
10,Double,バリヤード,インテレオン,7
10,Double,バリヤード,ピクシー,8
10,Double,バリヤード,バクオング,9
10,Double,バリヤード,アシレーヌ,10
10,Double,バリヤード,ファイアロー,1
10,Double,バリヤード,ウーラオス,2
10,Double,バリヤード,ジュラルドン,3
10,Double,バリヤード,トリトドン,4
10,Double,バリヤード,ヌメルゴン,5
10,Double,バリヤード,ドククラゲ,6
10,Double,バリヤード,ウインディ,7
10,Double,バリヤード,アシレーヌ,8
10,Double,バリヤード,ウーラオス,9
10,Double,バリヤード,ガラガラ,10
10,Double,ストライク,オーロンゲ,1
10,Double,ストライク,ウーラオス,2
10,Double,ストライク,インテレオン,3
10,Double,ストライク,パッチラゴン,4
10,Double,ストライク,ウルガモス,5
10,Double,ストライク,ファイアロー,6
10,Double,ストライク,シャンデラ,7
10,Double,ストライク,ポリゴンＺ,8
10,Double,ストライク,モロバレル,9
10,Double,ストライク,ガラガラ,10
10,Double,カイロス,ファイアロー,1
10,Double,カイロス,ガルーラ,2
10,Double,カイロス,オーロンゲ,3
10,Double,カイロス,モロバレル,4
10,Double,カイロス,ラプラス,5
10,Double,カイロス,インテレオン,6
10,Double,カイロス,リザードン,7
10,Double,カイロス,ヤミラミ,8
10,Double,カイロス,キリキザン,9
10,Double,カイロス,パッチラゴン,10
10,Double,ケンタロス,ユキメノコ,1
10,Double,ケンタロス,モロバレル,2
10,Double,ケンタロス,ファイアロー,3
10,Double,ケンタロス,アシレーヌ,4
10,Double,ケンタロス,セキタンザン,5
10,Double,ケンタロス,ウーラオス,6
10,Double,ケンタロス,リザードン,7
10,Double,ケンタロス,ウインディ,8
10,Double,ケンタロス,トリトドン,9
10,Double,ケンタロス,キュワワー,10
10,Double,コイキング,ウオノラゴン,1
10,Double,コイキング,ヤドン,2
10,Double,コイキング,カビゴン,3
10,Double,コイキング,キングドラ,4
10,Double,コイキング,ガラガラ,5
10,Double,コイキング,コダック,6
10,Double,コイキング,ポットデス,7
10,Double,コイキング,カマスジョー,8
10,Double,コイキング,ブリムオン,9
10,Double,コイキング,ナットレイ,10
10,Double,ラプラス,ファイアロー,1
10,Double,ラプラス,キュワワー,2
10,Double,ラプラス,ウーラオス,3
10,Double,ラプラス,モロバレル,4
10,Double,ラプラス,ウインディ,5
10,Double,ラプラス,ナットレイ,6
10,Double,ラプラス,サマヨール,7
10,Double,ラプラス,ニンフィア,8
10,Double,ラプラス,ヌメルゴン,9
10,Double,ラプラス,ライチュウ,10
10,Double,メタモン,モロバレル,1
10,Double,メタモン,パッチラゴン,2
10,Double,メタモン,ラプラス,3
10,Double,メタモン,ウインディ,4
10,Double,メタモン,ファイアロー,5
10,Double,メタモン,ヌメルゴン,6
10,Double,メタモン,サマヨール,7
10,Double,メタモン,ダダリン,8
10,Double,メタモン,ローブシン,9
10,Double,メタモン,サニーゴ,10
10,Double,イーブイ,ピッピ,1
10,Double,イーブイ,ピカチュウ,2
10,Double,イーブイ,リオル,3
10,Double,イーブイ,ゴチミル,4
10,Double,イーブイ,ラビフット,5
10,Double,イーブイ,モロバレル,6
10,Double,イーブイ,サンダース,7
10,Double,イーブイ,ニンフィア,8
10,Double,イーブイ,ニャオニクス,9
10,Double,イーブイ,ウインディ,10
10,Double,シャワーズ,ニンフィア,1
10,Double,シャワーズ,サンダース,2
10,Double,シャワーズ,ブラッキー,3
10,Double,シャワーズ,エーフィ,4
10,Double,シャワーズ,グレイシア,5
10,Double,シャワーズ,リーフィア,6
10,Double,シャワーズ,ブースター,7
10,Double,シャワーズ,ウインディ,8
10,Double,シャワーズ,シャンデラ,9
10,Double,シャワーズ,ナットレイ,10
10,Double,サンダース,ウインディ,1
10,Double,サンダース,マタドガス,2
10,Double,サンダース,ナットレイ,3
10,Double,サンダース,ウオノラゴン,4
10,Double,サンダース,ニョロトノ,5
10,Double,サンダース,ファイアロー,6
10,Double,サンダース,モロバレル,7
10,Double,サンダース,ウーラオス,8
10,Double,サンダース,ウーラオス,9
10,Double,サンダース,アシレーヌ,10
10,Double,ブースター,サンダース,1
10,Double,ブースター,ニンフィア,2
10,Double,ブースター,ブラッキー,3
10,Double,ブースター,シャワーズ,4
10,Double,ブースター,エーフィ,5
10,Double,ブースター,リーフィア,6
10,Double,ブースター,グレイシア,7
10,Double,ブースター,トリトドン,8
10,Double,ブースター,アシレーヌ,9
10,Double,ブースター,サマヨール,10
10,Double,ポリゴン,ウォーグル,1
10,Double,ポリゴン,ロコン,2
10,Double,ポリゴン,キュウコン,3
10,Double,ポリゴン,アップリュー,4
10,Double,ポリゴン,マホイップ,5
10,Double,ポリゴン,ヤミラミ,6
10,Double,ポリゴン,ヨワシ,7
10,Double,ポリゴン,ダブラン,8
10,Double,ポリゴン,ガントル,9
10,Double,ポリゴン,アブリボン,10
10,Double,カビゴン,サマヨール,1
10,Double,カビゴン,モロバレル,2
10,Double,カビゴン,ウインディ,3
10,Double,カビゴン,ピッピ,4
10,Double,カビゴン,アシレーヌ,5
10,Double,カビゴン,ウーラオス,6
10,Double,カビゴン,リザードン,7
10,Double,カビゴン,ラプラス,8
10,Double,カビゴン,ウーラオス,9
10,Double,カビゴン,ブリムオン,10
10,Double,ヨルノズク,ニョロトノ,1
10,Double,ヨルノズク,ライチュウ,2
10,Double,ヨルノズク,マタドガス,3
10,Double,ヨルノズク,ドラピオン,4
10,Double,ヨルノズク,ファイアロー,5
10,Double,ヨルノズク,サメハダー,6
10,Double,ヨルノズク,パンプジン,7
10,Double,ヨルノズク,レントラー,8
10,Double,ヨルノズク,カポエラー,9
10,Double,ヨルノズク,ジュナイパー,10
10,Double,チョンチー,ウオノラゴン,1
10,Double,チョンチー,カマスジョー,2
10,Double,チョンチー,メタモン,3
10,Double,チョンチー,ナットレイ,4
10,Double,チョンチー,ペリッパー,5
10,Double,ランターン,ラプラス,1
10,Double,ランターン,オーロンゲ,2
10,Double,ランターン,ニンフィア,3
10,Double,ランターン,モロバレル,4
10,Double,ランターン,カビゴン,5
10,Double,ランターン,ブラッキー,6
10,Double,ランターン,ミロカロス,7
10,Double,ランターン,ニョロトノ,8
10,Double,ランターン,サーナイト,9
10,Double,ランターン,マリルリ,10
10,Double,ピチュー,リザードン,1
10,Double,ピチュー,キングラー,2
10,Double,ピチュー,ポリゴンＺ,3
10,Double,ピチュー,モロバレル,4
10,Double,ピチュー,オーロンゲ,5
10,Double,ピチュー,ファイアロー,6
10,Double,ピチュー,ラプラス,7
10,Double,ピチュー,サンダース,8
10,Double,ピチュー,ブラッキー,9
10,Double,ピチュー,ヤミラミ,10
10,Double,ピィ,ポットデス,1
10,Double,ピィ,サマヨール,2
10,Double,ピィ,モロバレル,3
10,Double,ピィ,ガラガラ,4
10,Double,ピィ,ドラミドロ,5
10,Double,ピィ,ペリッパー,6
10,Double,ピィ,ハッサム,7
10,Double,ピィ,カマスジョー,8
10,Double,ピィ,ウオノラゴン,9
10,Double,ピィ,ナットレイ,10
10,Double,トゲピー,サマヨール,1
10,Double,トゲピー,ニンフィア,2
10,Double,トゲピー,ガラガラ,3
10,Double,トゲピー,オニシズクモ,4
10,Double,トゲピー,クワガノン,5
10,Double,トゲピー,ゲンガー,6
10,Double,トゲピー,アイアント,7
10,Double,トゲピー,ニャイキング,8
10,Double,トゲピー,ミロカロス,9
10,Double,トゲピー,セキタンザン,10
10,Double,トゲチック,ファイアロー,1
10,Double,トゲチック,ウインディ,2
10,Double,トゲチック,ウーラオス,3
10,Double,トゲチック,アシレーヌ,4
10,Double,トゲチック,リザードン,5
10,Double,トゲチック,ウーラオス,6
10,Double,トゲチック,パッチラゴン,7
10,Double,トゲチック,カビゴン,8
10,Double,トゲチック,ラプラス,9
